,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
4066,31847, Order Finished  , Amy Hunt               ,2009-12-18,46,3384560,0.1,338456, Technology       , Computer Peripherals           ,3046104,2009Q4,2009,December-2009,Friday
4067,32868, Order Finished  , Randy Ferguson         ,2009-01-17,39,2202560,0.05,110128, Office Supplies  , Pens & Art Supplies            ,2092432,2009Q1,2009,January-2009,Saturday
4068,36224, Order Finished  , Robert Dilbeck         ,2009-05-03,15,3530900,0.09,317781, Office Supplies  , Appliances                     ,3213119,2009Q2,2009,May-2009,Sunday
4069,36709, Order Finished  , Jennifer Ferguson      ,2012-08-23,42,4491383,0.05,224569, Technology       , Telephones and Communication   ,4266814,2012Q3,2012,August-2012,Thursday
4070,37826, Order Finished  , Amy Hunt               ,2011-04-23,45,651600,0.03,19548, Office Supplies  , Paper                          ,632052,2011Q2,2011,April-2011,Saturday
4071,38182, Order Finished  , Randy Ferguson         ,2012-05-22,45,5697660,0.07,398836, Office Supplies  , Storage & Organization         ,5298824,2012Q2,2012,May-2012,Tuesday
4072,39717, Order Finished  , Jennifer Ferguson      ,2009-11-28,20,1670960,0.06,100258, Office Supplies  , Storage & Organization         ,1570702,2009Q4,2009,November-2009,Saturday
4073,40257, Order Finished  , Brosina Hoffman        ,2010-08-21,24,6402320,0.06,384139, Furniture        , Chairs & Chairmats             ,6018181,2010Q3,2010,August-2010,Saturday
4074,40321, Order Finished  , Andy Gerbode           ,2010-06-23,23,2968980,0.09,267208, Office Supplies  , Binders and Binder Accessories ,2701772,2010Q2,2010,June-2010,Wednesday
4075,42214, Order Finished  , Randy Ferguson         ,2011-05-24,46,1139840,0.03,34195, Furniture        , Office Furnishings             ,1105645,2011Q2,2011,May-2011,Tuesday
4076,42788, Order Returned  , Amy Hunt               ,2011-10-13,26,483840,0.1,48384, Office Supplies  , Paper                          ,435456,2011Q4,2011,October-2011,Thursday
4077,42912, Order Returned  , Craig Molinari         ,2010-05-04,4,105180,0.05,5259, Office Supplies  , Storage & Organization         ,99921,2010Q2,2010,May-2010,Tuesday
4078,43653, Order Finished  , Amy Hunt               ,2012-10-30,3,21240,0.07,1487, Office Supplies  , Rubber Bands                   ,19753,2012Q4,2012,October-2012,Tuesday
4079,44962, Order Returned  , Toby Swindell          ,2009-12-28,27,1151480,0.06,69089, Technology       , Computer Peripherals           ,1082391,2009Q4,2009,December-2009,Monday
4080,45412, Order Finished  , Arianne Irving         ,2010-04-22,20,1173238,0.06,70394, Technology       , Telephones and Communication   ,1102844,2010Q2,2010,April-2010,Thursday
4081,45734, Order Finished  , Amy Hunt               ,2012-07-17,47,1115040,0.03,33451, Office Supplies  , Pens & Art Supplies            ,1081589,2012Q3,2012,July-2012,Tuesday
4082,45959, Order Finished  , Roy Collins            ,2009-12-06,15,403480,0.08,32278, Office Supplies  , Binders and Binder Accessories ,371202,2009Q4,2009,December-2009,Sunday
4083,46981, Order Finished  , Robert Dilbeck         ,2009-02-07,46,2797740,0.07,195842, Office Supplies  , Binders and Binder Accessories ,2601898,2009Q1,2009,February-2009,Saturday
4084,47010, Order Finished  , Robert Dilbeck         ,2011-10-03,11,2958280,0.06,177497, Furniture        , Chairs & Chairmats             ,2780783,2011Q4,2011,October-2011,Monday
4085,47717, Order Finished  , Andy Gerbode           ,2011-12-17,35,346440,0.04,13858, Office Supplies  , Labels                         ,332582,2011Q4,2011,December-2011,Saturday
4086,48257, Order Finished  , Christina Anderson     ,2009-04-22,45,442120,0.02,8842, Office Supplies  , Binders and Binder Accessories ,433278,2009Q2,2009,April-2009,Wednesday
4087,48577, Order Finished  , Roy Collins            ,2012-07-08,6,403660,0.02,8073, Office Supplies  , Paper                          ,395587,2012Q3,2012,July-2012,Sunday
4088,49953, Order Finished  , Toby Carlisle          ,2012-03-17,18,567000,0.1,56700, Technology       , Computer Peripherals           ,510300,2012Q1,2012,March-2012,Saturday
4089,51300, Order Finished  , Toby Carlisle          ,2011-10-15,43,688480,0.09,61963, Technology       , Computer Peripherals           ,626517,2011Q4,2011,October-2011,Saturday
4090,51687, Order Finished  , Craig Molinari         ,2011-09-11,42,497840,0.01,4978, Office Supplies  , Envelopes                      ,492862,2011Q3,2011,September-2011,Sunday
4091,51974, Order Finished  , Trudy Brown            ,2011-01-26,10,2580740,0.05,129037, Office Supplies  , Appliances                     ,2451703,2011Q1,2011,January-2011,Wednesday
4092,52676, Order Finished  , Amy Hunt               ,2012-08-28,46,1958880,0.01,19589, Office Supplies  , Paper                          ,1939291,2012Q3,2012,August-2012,Tuesday
4093,53153, Order Finished  , Paul Prost             ,2009-09-23,29,1150720,0.1,115072, Office Supplies  , Appliances                     ,1035648,2009Q3,2009,September-2009,Wednesday
4095,54497, Order Finished  , Philip Fox             ,2010-01-19,1,311020,0.07,21771, Office Supplies  , Storage & Organization         ,289249,2010Q1,2010,January-2010,Tuesday
4096,55296, Order Finished  , Anthony Witt           ,2012-10-18,32,634120,0.05,31706, Office Supplies  , Paper                          ,602414,2012Q4,2012,October-2012,Thursday
4097,55654, Order Finished  , Toby Carlisle          ,2010-09-19,2,34600,0.04,1384, Furniture        , Office Furnishings             ,33216,2010Q3,2010,September-2010,Sunday
4098,56387, Order Returned  , Brian Dahlen           ,2011-05-20,32,256280,0.1,25628, Office Supplies  , Binders and Binder Accessories ,230652,2011Q2,2011,May-2011,Friday
4099,56743, Order Finished  , Arianne Irving         ,2011-06-22,23,1048500,0.06,62910, Furniture        , Office Furnishings             ,985590,2011Q2,2011,June-2011,Wednesday
4102,57095, Order Finished  , Paul Prost             ,2011-03-23,37,509860,0.01,5099, Office Supplies  , Binders and Binder Accessories ,504761,2011Q1,2011,March-2011,Wednesday
4103,57287, Order Finished  , Randy Ferguson         ,2011-10-28,11,944240,0.03,28327, Technology       , Computer Peripherals           ,915913,2011Q4,2011,October-2011,Friday
4104,57984, Order Finished  , Toby Carlisle          ,2010-10-02,6,385980,0.07,27019, Technology       , Computer Peripherals           ,358961,2010Q4,2010,October-2010,Saturday
4105,59238, Order Finished  , Paul Prost             ,2009-09-19,11,911760,0.03,27353, Office Supplies  , Pens & Art Supplies            ,884407,2009Q3,2009,September-2009,Saturday
4107,59911, Order Finished  , Arianne Irving         ,2011-12-18,1,21180,0.1,2118, Office Supplies  , Paper                          ,19062,2011Q4,2011,December-2011,Sunday
4108,930, Order Returned  , Phillina Ober          ,2009-12-16,22,1844780,0.03,55343, Furniture        , Office Furnishings             ,1789437,2009Q4,2009,December-2009,Wednesday
4109,1058, Order Finished  , Jim Epp                ,2010-04-25,3,938876,0.07,65721, Technology       , Telephones and Communication   ,873155,2010Q2,2010,April-2010,Sunday
4110,1088, Order Finished  , Muhammed Yedwab        ,2012-05-20,13,538040,0.1,53804, Technology       , Computer Peripherals           ,484236,2012Q2,2012,May-2012,Sunday
4111,1504, Order Finished  , Maribeth Schnelling    ,2012-08-27,31,586360,0.08,46909, Technology       , Computer Peripherals           ,539451,2012Q3,2012,August-2012,Monday
4112,1796, Order Finished  , Deanra Eno             ,2012-11-20,43,366820,0.07,25677, Office Supplies  , Binders and Binder Accessories ,341143,2012Q4,2012,November-2012,Tuesday
4114,2050, Order Returned  , James Galang           ,2009-06-01,16,88920,0.06,5335, Office Supplies  , Labels                         ,83585,2009Q2,2009,June-2009,Monday
4115,2054, Order Finished  , Katrina Willman        ,2012-06-07,1,687560,0.09,61880, Office Supplies  , Appliances                     ,625680,2012Q2,2012,June-2012,Thursday
4116,2885, Order Finished  , Nora Price             ,2012-09-18,29,394820,0.06,23689, Office Supplies  , Paper                          ,371131,2012Q3,2012,September-2012,Tuesday
4117,3458, Order Finished  , Lisa DeCherney         ,2009-12-21,41,1255820,0.03,37675, Technology       , Computer Peripherals           ,1218145,2009Q4,2009,December-2009,Monday
4118,3522, Order Finished  , James Galang           ,2009-09-25,33,3870340,0.09,348331, Office Supplies  , Appliances                     ,3522009,2009Q3,2009,September-2009,Friday
4119,3653, Order Finished  , Lynn Smith             ,2009-03-26,41,542220,0.08,43378, Office Supplies  , Pens & Art Supplies            ,498842,2009Q1,2009,March-2009,Thursday
4120,3808, Order Finished  , Lynn Smith             ,2009-04-23,2,12260,0.08,981, Office Supplies  , Labels                         ,11279,2009Q2,2009,April-2009,Thursday
4121,3970, Order Finished  , Christina DeMoss       ,2012-03-26,39,2065940,0.07,144616, Technology       , Computer Peripherals           ,1921324,2012Q1,2012,March-2012,Monday
4122,4739, Order Finished  , Lynn Smith             ,2010-02-20,16,97140,0.04,3886, Office Supplies  , Pens & Art Supplies            ,93254,2010Q1,2010,February-2010,Saturday
4123,5378, Order Finished  , Christine Abelman      ,2012-10-24,6,108560,0.01,1086, Furniture        , Office Furnishings             ,107474,2012Q4,2012,October-2012,Wednesday
4125,6279, Order Finished  , Katrina Willman        ,2010-01-29,49,6567480,0.01,65675, Office Supplies  , Binders and Binder Accessories ,6501805,2010Q1,2010,January-2010,Friday
4126,7267, Order Finished  , Muhammed Yedwab        ,2012-08-28,19,524640,0.07,36725, Office Supplies  , Binders and Binder Accessories ,487915,2012Q3,2012,August-2012,Tuesday
4127,7269, Order Returned  , Muhammed Yedwab        ,2009-09-14,29,3415980,0.0,0, Technology       , Telephones and Communication   ,3415980,2009Q3,2009,September-2009,Monday
4128,7527, Order Finished  , Nora Price             ,2009-12-11,37,1120780,0.05,56039, Furniture        , Office Furnishings             ,1064741,2009Q4,2009,December-2009,Friday
4129,8546, Order Finished  , Nora Price             ,2012-04-01,4,103880,0.03,3116, Technology       , Computer Peripherals           ,100764,2012Q2,2012,April-2012,Sunday
4130,8578, Order Finished  , Lisa DeCherney         ,2011-09-02,40,733740,0.1,73374, Furniture        , Office Furnishings             ,660366,2011Q3,2011,September-2011,Friday
4131,9669, Order Finished  , Christine Abelman      ,2009-04-22,18,584220,0.04,23369, Office Supplies  , Storage & Organization         ,560851,2009Q2,2009,April-2009,Wednesday
4133,10630, Order Finished  , Pauline Johnson        ,2010-02-04,44,5547680,0.0,0, Furniture        , Bookcases                      ,5547680,2010Q1,2010,February-2010,Thursday
4134,10657, Order Finished  , James Galang           ,2010-09-25,44,579880,0.07,40592, Office Supplies  , Paper                          ,539288,2010Q3,2010,September-2010,Saturday
4135,11427, Order Finished  , Nora Price             ,2010-11-24,27,117280,0.08,9382, Office Supplies  , Pens & Art Supplies            ,107898,2010Q4,2010,November-2010,Wednesday
4136,12037, Order Finished  , Muhammed Yedwab        ,2011-06-30,14,270420,0.04,10817, Office Supplies  , Paper                          ,259603,2011Q2,2011,June-2011,Thursday
4138,12900, Order Returned  , Laurel Elliston        ,2010-05-03,50,1254240,0.08,100339, Furniture        , Office Furnishings             ,1153901,2010Q2,2010,May-2010,Monday
4139,12999, Order Finished  , Georgia Rosenberg      ,2010-04-03,31,5424140,0.09,488173, Office Supplies  , Storage & Organization         ,4935967,2010Q2,2010,April-2010,Saturday
4140,13632, Order Finished  , Nora Price             ,2009-03-10,6,1217860,0.01,12179, Technology       , Office Machines                ,1205681,2009Q1,2009,March-2009,Tuesday
4141,13920, Order Finished  , Allen Armold           ,2009-10-09,25,1802640,0.1,180264, Office Supplies  , Paper                          ,1622376,2009Q4,2009,October-2009,Friday
4142,15651, Order Finished  , Anemone Ratner         ,2012-10-04,40,4365820,0.1,436582, Office Supplies  , Appliances                     ,3929238,2012Q4,2012,October-2012,Thursday
4143,16197, Order Finished  , Katherine Hughes       ,2012-10-26,23,437420,0.0,0, Office Supplies  , Paper                          ,437420,2012Q4,2012,October-2012,Friday
4144,16770, Order Finished  , Muhammed Yedwab        ,2009-01-06,17,74120,0.03,2224, Office Supplies  , Pens & Art Supplies            ,71896,2009Q1,2009,January-2009,Tuesday
4145,16802, Order Finished  , Nora Price             ,2011-04-20,44,605180,0.05,30259, Office Supplies  , Paper                          ,574921,2011Q2,2011,April-2011,Wednesday
4146,16961, Order Returned  , Tracy Collins          ,2009-01-06,27,93720,0.06,5623, Technology       , Computer Peripherals           ,88097,2009Q1,2009,January-2009,Tuesday
4147,17543, Order Finished  , Tracy Collins          ,2012-05-25,1,31460,0.09,2831, Office Supplies  , Paper                          ,28629,2012Q2,2012,May-2012,Friday
4148,18055, Order Finished  , Maribeth Schnelling    ,2010-02-04,3,39960,0.02,799, Office Supplies  , Paper                          ,39161,2010Q1,2010,February-2010,Thursday
4149,20484, Order Finished  , Katherine Hughes       ,2009-01-29,14,2245275,0.09,202075, Technology       , Telephones and Communication   ,2043200,2009Q1,2009,January-2009,Thursday
4150,20579, Order Finished  , Jim Epp                ,2012-10-01,16,2868172,0.1,286817, Technology       , Telephones and Communication   ,2581355,2012Q4,2012,October-2012,Monday
4151,20933, Order Finished  , Alan Hwang             ,2012-08-26,45,4158948,0.05,207947, Technology       , Telephones and Communication   ,3951001,2012Q3,2012,August-2012,Sunday
4152,21155, Order Finished  , Muhammed Yedwab        ,2011-02-05,4,163560,0.07,11449, Office Supplies  , Paper                          ,152111,2011Q1,2011,February-2011,Saturday
4153,21703, Order Finished  , Alan Hwang             ,2009-03-02,3,24020,0.0,0, Office Supplies  , Labels                         ,24020,2009Q1,2009,March-2009,Monday
4154,21731, Order Finished  , Liz MacKendrick        ,2011-11-26,26,3161140,0.08,252891, Office Supplies  , Appliances                     ,2908249,2011Q4,2011,November-2011,Saturday
4155,21799, Order Finished  , Lynn Smith             ,2011-04-19,42,231980,0.05,11599, Office Supplies  , Pens & Art Supplies            ,220381,2011Q2,2011,April-2011,Tuesday
4156,21985, Order Finished  , Lynn Smith             ,2009-08-26,1,511660,0.07,35816, Furniture        , Chairs & Chairmats             ,475844,2009Q3,2009,August-2009,Wednesday
4157,22210, Order Finished  , Tracy Collins          ,2011-09-19,37,2066880,0.1,206688, Office Supplies  , Paper                          ,1860192,2011Q3,2011,September-2011,Monday
4158,22628, Order Finished  , Lynn Smith             ,2009-10-29,30,5903400,0.02,118068, Furniture        , Chairs & Chairmats             ,5785332,2009Q4,2009,October-2009,Thursday
4160,23360, Order Finished  , Jocasta Rupert         ,2009-05-11,30,1025940,0.01,10259, Office Supplies  , Envelopes                      ,1015681,2009Q2,2009,May-2009,Monday
4161,23809, Order Finished  , Nora Price             ,2012-06-04,7,173220,0.1,17322, Office Supplies  , Binders and Binder Accessories ,155898,2012Q2,2012,June-2012,Monday
4162,24870, Order Finished  , Jim Epp                ,2009-04-24,38,2793160,0.03,83795, Technology       , Computer Peripherals           ,2709365,2009Q2,2009,April-2009,Friday
4163,25793, Order Finished  , James Galang           ,2012-04-07,27,6873542,0.04,274942, Technology       , Telephones and Communication   ,6598600,2012Q2,2012,April-2012,Saturday
4165,27875, Order Finished  , Muhammed Yedwab        ,2010-03-26,5,129940,0.1,12994, Office Supplies  , Appliances                     ,116946,2010Q1,2010,March-2010,Friday
4166,27879, Order Finished  , Anemone Ratner         ,2010-02-26,44,1338020,0.08,107042, Office Supplies  , Envelopes                      ,1230978,2010Q1,2010,February-2010,Friday
4169,28738, Order Finished  , Nora Price             ,2012-08-10,2,47080,0.03,1412, Office Supplies  , Binders and Binder Accessories ,45668,2012Q3,2012,August-2012,Friday
4170,29120, Order Finished  , James Galang           ,2010-05-12,43,3354540,0.08,268363, Office Supplies  , Binders and Binder Accessories ,3086177,2010Q2,2010,May-2010,Wednesday
4171,29504, Order Finished  , Richard Bierner        ,2010-09-23,20,2970120,0.04,118805, Furniture        , Bookcases                      ,2851315,2010Q3,2010,September-2010,Thursday
4172,30625, Order Finished  , Pauline Johnson        ,2010-02-08,37,957880,0.04,38315, Office Supplies  , Binders and Binder Accessories ,919565,2010Q1,2010,February-2010,Monday
4175,31973, Order Finished  , Richard Bierner        ,2011-05-12,15,809080,0.03,24272, Furniture        , Chairs & Chairmats             ,784808,2011Q2,2011,May-2011,Thursday
4177,32929, Order Finished  , Liz MacKendrick        ,2011-05-02,8,89120,0.05,4456, Office Supplies  , Envelopes                      ,84664,2011Q2,2011,May-2011,Monday
4178,33414, Order Finished  , Phillina Ober          ,2012-02-10,9,74440,0.03,2233, Office Supplies  , Pens & Art Supplies            ,72207,2012Q1,2012,February-2012,Friday
4179,34596, Order Finished  , James Galang           ,2011-08-31,39,604180,0.05,30209, Office Supplies  , Binders and Binder Accessories ,573971,2011Q3,2011,August-2011,Wednesday
4180,35457, Order Finished  , Georgia Rosenberg      ,2009-12-07,45,6572540,0.02,131451, Office Supplies  , Appliances                     ,6441089,2009Q4,2009,December-2009,Monday
4181,35940, Order Finished  , James Galang           ,2010-05-27,47,273260,0.03,8198, Office Supplies  , Labels                         ,265062,2010Q2,2010,May-2010,Thursday
4182,37313, Order Finished  , Liz MacKendrick        ,2012-07-02,44,6608760,0.0,0, Furniture        , Office Furnishings             ,6608760,2012Q3,2012,July-2012,Monday
4183,37348, Order Finished  , Maribeth Dona          ,2009-06-13,33,1103340,0.08,88267, Office Supplies  , Storage & Organization         ,1015073,2009Q2,2009,June-2009,Saturday
4184,37510, Order Finished  , Richard Bierner        ,2009-03-08,15,4932040,0.02,98641, Office Supplies  , Storage & Organization         ,4833399,2009Q1,2009,March-2009,Sunday
4185,37762, Order Finished  , Anemone Ratner         ,2012-06-06,20,270040,0.02,5401, Office Supplies  , Paper                          ,264639,2012Q2,2012,June-2012,Wednesday
4186,38628, Order Finished  , Nora Price             ,2011-10-29,23,1335996,0.06,80160, Technology       , Telephones and Communication   ,1255836,2011Q4,2011,October-2011,Saturday
4187,38848, Order Finished  , Nora Price             ,2012-12-16,6,519040,0.06,31142, Office Supplies  , Binders and Binder Accessories ,487898,2012Q4,2012,December-2012,Sunday
4188,38950, Order Finished  , Nora Price             ,2011-07-02,24,218460,0.02,4369, Office Supplies  , Binders and Binder Accessories ,214091,2011Q3,2011,July-2011,Saturday
4189,39521, Order Finished  , Jim Epp                ,2009-08-09,28,224700,0.1,22470, Office Supplies  , Labels                         ,202230,2009Q3,2009,August-2009,Sunday
4190,40289, Order Finished  , Muhammed Yedwab        ,2012-11-26,26,156180,0.01,1562, Office Supplies  , Labels                         ,154618,2012Q4,2012,November-2012,Monday
4191,40775, Order Finished  , Liz MacKendrick        ,2010-11-17,23,559260,0.07,39148, Furniture        , Office Furnishings             ,520112,2010Q4,2010,November-2010,Wednesday
4192,41094, Order Finished  , Maribeth Schnelling    ,2009-01-06,46,597940,0.09,53815, Office Supplies  , Paper                          ,544125,2009Q1,2009,January-2009,Tuesday
4194,41605, Order Finished  , Nora Price             ,2010-12-25,4,229140,0.02,4583, Office Supplies  , Binders and Binder Accessories ,224557,2010Q4,2010,December-2010,Saturday
4195,41667, Order Finished  , Richard Bierner        ,2012-06-20,18,2124439,0.03,63733, Technology       , Telephones and Communication   ,2060706,2012Q2,2012,June-2012,Wednesday
4196,42982, Order Finished  , Brendan Sweed          ,2012-07-27,12,2636680,0.02,52734, Furniture        , Office Furnishings             ,2583946,2012Q3,2012,July-2012,Friday
4197,44167, Order Finished  , Jim Epp                ,2012-01-30,23,6388100,0.08,511048, Office Supplies  , Storage & Organization         ,5877052,2012Q1,2012,January-2012,Monday
4198,44997, Order Finished  , Katherine Hughes       ,2011-09-28,46,176200,0.03,5286, Furniture        , Office Furnishings             ,170914,2011Q3,2011,September-2011,Wednesday
4199,45408, Order Finished  , Maribeth Dona          ,2010-12-26,25,1433980,0.05,71699, Technology       , Computer Peripherals           ,1362281,2010Q4,2010,December-2010,Sunday
4200,45924, Order Finished  , Laurel Elliston        ,2010-12-21,1,54880,0.02,1098, Office Supplies  , Binders and Binder Accessories ,53782,2010Q4,2010,December-2010,Tuesday
4202,47173, Order Finished  , Aleksandra Gannaway    ,2009-09-01,41,554149,0.03,16624, Technology       , Telephones and Communication   ,537525,2009Q3,2009,September-2009,Tuesday
4203,47271, Order Returned  , Liz MacKendrick        ,2011-07-28,44,442840,0.03,13285, Technology       , Computer Peripherals           ,429555,2011Q3,2011,July-2011,Thursday
4204,47815, Order Finished  , Jim Epp                ,2012-12-30,45,1161920,0.08,92954, Furniture        , Office Furnishings             ,1068966,2012Q4,2012,December-2012,Sunday
4205,47909, Order Finished  , Dean Percer            ,2010-03-09,38,370380,0.07,25927, Office Supplies  , Paper                          ,344453,2010Q1,2010,March-2010,Tuesday
4206,48609, Order Finished  , Pauline Johnson        ,2010-02-24,26,352680,0.0,0, Office Supplies  , Paper                          ,352680,2010Q1,2010,February-2010,Wednesday
4209,49607, Order Finished  , Georgia Rosenberg      ,2009-05-04,6,2113287,0.06,126797, Technology       , Telephones and Communication   ,1986490,2009Q2,2009,May-2009,Monday
4210,49862, Order Finished  , Nora Price             ,2012-09-12,24,151460,0.07,10602, Office Supplies  , Labels                         ,140858,2012Q3,2012,September-2012,Wednesday
4211,50209, Order Finished  , Brendan Sweed          ,2010-09-10,34,3726040,0.03,111781, Office Supplies  , Paper                          ,3614259,2010Q3,2010,September-2010,Friday
4212,50432, Order Returned  , Jim Epp                ,2009-06-07,7,4322720,0.02,86454, Furniture        , Chairs & Chairmats             ,4236266,2009Q2,2009,June-2009,Sunday
4213,50500, Order Finished  , Lisa DeCherney         ,2011-09-06,11,129720,0.0,0, Office Supplies  , Paper                          ,129720,2011Q3,2011,September-2011,Tuesday
4214,50626, Order Finished  , Dean Percer            ,2009-10-20,18,6534820,0.0,0, Furniture        , Bookcases                      ,6534820,2009Q4,2009,October-2009,Tuesday
4215,50657, Order Finished  , Aleksandra Gannaway    ,2011-12-18,40,630900,0.01,6309, Office Supplies  , Binders and Binder Accessories ,624591,2011Q4,2011,December-2011,Sunday
4216,51175, Order Finished  , Katherine Hughes       ,2012-08-14,28,2270480,0.06,136229, Office Supplies  , Appliances                     ,2134251,2012Q3,2012,August-2012,Tuesday
4217,51202, Order Finished  , Jim Epp                ,2012-04-13,4,61780,0.06,3707, Office Supplies  , Paper                          ,58073,2012Q2,2012,April-2012,Friday
4218,51488, Order Finished  , Liz MacKendrick        ,2010-05-02,31,3123920,0.03,93718, Office Supplies  , Appliances                     ,3030202,2010Q2,2010,May-2010,Sunday
4219,51873, Order Finished  , Muhammed Yedwab        ,2009-05-06,29,531840,0.04,21274, Office Supplies  , Paper                          ,510566,2009Q2,2009,May-2009,Wednesday
4220,53222, Order Finished  , Nora Price             ,2009-10-19,2,43420,0.07,3039, Office Supplies  , Paper                          ,40381,2009Q4,2009,October-2009,Monday
4221,54146, Order Finished  , Laurel Elliston        ,2010-10-18,3,249500,0.06,14970, Technology       , Computer Peripherals           ,234530,2010Q4,2010,October-2010,Monday
4223,55525, Order Finished  , Liz MacKendrick        ,2009-05-08,1,582800,0.06,34968, Technology       , Computer Peripherals           ,547832,2009Q2,2009,May-2009,Friday
4224,55746, Order Finished  , Georgia Rosenberg      ,2009-06-30,29,649500,0.07,45465, Office Supplies  , Storage & Organization         ,604035,2009Q2,2009,June-2009,Tuesday
4225,56960, Order Finished  , Jim Epp                ,2009-08-06,48,5569659,0.01,55697, Technology       , Telephones and Communication   ,5513962,2009Q3,2009,August-2009,Thursday
4226,57059, Order Finished  , Liz MacKendrick        ,2011-06-01,50,424240,0.01,4242, Office Supplies  , Binders and Binder Accessories ,419998,2011Q2,2011,June-2011,Wednesday
4227,57568, Order Finished  , Jim Epp                ,2010-06-17,38,1185080,0.07,82956, Office Supplies  , Envelopes                      ,1102124,2010Q2,2010,June-2010,Thursday
4228,57798, Order Finished  , Nora Price             ,2012-09-15,20,6101620,0.01,61016, Furniture        , Bookcases                      ,6040604,2012Q3,2012,September-2012,Saturday
4229,58273, Order Finished  , Liz MacKendrick        ,2010-06-20,31,489800,0.08,39184, Technology       , Computer Peripherals           ,450616,2010Q2,2010,June-2010,Sunday
4230,58693, Order Finished  , Bruce Stewart          ,2009-10-21,50,1753280,0.0,0, Office Supplies  , Binders and Binder Accessories ,1753280,2009Q4,2009,October-2009,Wednesday
4231,58818, Order Returned  , James Galang           ,2009-04-15,41,1996100,0.01,19961, Technology       , Computer Peripherals           ,1976139,2009Q2,2009,April-2009,Wednesday
4232,59171, Order Returned  , Phillip Breyer         ,2011-09-12,39,210140,0.08,16811, Office Supplies  , Pens & Art Supplies            ,193329,2011Q3,2011,September-2011,Monday
4233,59271, Order Finished  , Lynn Smith             ,2011-04-25,40,1260760,0.02,25215, Office Supplies  , Appliances                     ,1235545,2011Q2,2011,April-2011,Monday
4234,59680, Order Returned  , Katherine Hughes       ,2012-06-18,15,35540,0.05,1777, Technology       , Computer Peripherals           ,33763,2012Q2,2012,June-2012,Monday
4235,97, Order Finished  , Craig Yedwab           ,2010-01-28,26,151140,0.03,4534, Office Supplies  , Labels                         ,146606,2010Q1,2010,January-2010,Thursday
4236,323, Order Finished  , Dario Medina           ,2009-03-25,20,216180,0.07,15133, Office Supplies  , Envelopes                      ,201047,2009Q1,2009,March-2009,Wednesday
4237,1095, Order Finished  , Ed Braxton             ,2011-08-21,28,284360,0.07,19905, Office Supplies  , Paper                          ,264455,2011Q3,2011,August-2011,Sunday
4238,2562, Order Returned  , Cindy Chapman          ,2012-07-31,28,129640,0.02,2593, Technology       , Computer Peripherals           ,127047,2012Q3,2012,July-2012,Tuesday
4239,4099, Order Finished  , Ed Braxton             ,2012-08-20,42,3383020,0.08,270642, Office Supplies  , Storage & Organization         ,3112378,2012Q3,2012,August-2012,Monday
4240,5509, Order Finished  , Ashley Jarboe          ,2009-04-07,11,136920,0.02,2738, Office Supplies  , Envelopes                      ,134182,2009Q2,2009,April-2009,Tuesday
4241,8132, Order Finished  , Benjamin Farhat        ,2009-05-14,46,458700,0.08,36696, Technology       , Computer Peripherals           ,422004,2009Q2,2009,May-2009,Thursday
4242,8868, Order Finished  , Cindy Chapman          ,2009-01-28,3,380900,0.02,7618, Office Supplies  , Appliances                     ,373282,2009Q1,2009,January-2009,Wednesday
4243,10213, Order Finished  , Dianna Vittorini       ,2011-02-17,12,929140,0.04,37166, Technology       , Computer Peripherals           ,891974,2011Q1,2011,February-2011,Thursday
4244,10884, Order Finished  , Cindy Chapman          ,2009-11-25,24,5051975,0.09,454678, Technology       , Telephones and Communication   ,4597297,2009Q4,2009,November-2009,Wednesday
4246,12099, Order Finished  , Cindy Stewart          ,2009-09-11,1,35180,0.06,2111, Office Supplies  , Labels                         ,33069,2009Q3,2009,September-2009,Friday
4247,12418, Order Finished  , Ed Braxton             ,2012-02-18,38,598020,0.09,53822, Office Supplies  , Storage & Organization         ,544198,2012Q1,2012,February-2012,Saturday
4248,13923, Order Finished  , Ed Braxton             ,2012-07-08,39,440180,0.04,17607, Office Supplies  , Appliances                     ,422573,2012Q3,2012,July-2012,Sunday
4249,14439, Order Finished  , Cindy Stewart          ,2012-08-30,27,2857280,0.09,257155, Office Supplies  , Paper                          ,2600125,2012Q3,2012,August-2012,Thursday
4250,16643, Order Finished  , Quincy Jones           ,2010-04-11,40,625260,0.01,6253, Office Supplies  , Labels                         ,619007,2010Q2,2010,April-2010,Sunday
4251,16807, Order Finished  , Quincy Jones           ,2012-01-15,48,3171200,0.08,253696, Office Supplies  , Paper                          ,2917504,2012Q1,2012,January-2012,Sunday
4253,18147, Order Finished  , Bruce Degenhardt       ,2009-07-17,42,164060,0.0,0, Office Supplies  , Binders and Binder Accessories ,164060,2009Q3,2009,July-2009,Friday
4255,18919, Order Returned  , Rob Williams           ,2009-06-28,39,1478560,0.0,0, Office Supplies  , Appliances                     ,1478560,2009Q2,2009,June-2009,Sunday
4257,19207, Order Finished  , Cindy Chapman          ,2012-03-15,23,132040,0.1,13204, Office Supplies  , Labels                         ,118836,2012Q1,2012,March-2012,Thursday
4259,19943, Order Finished  , Benjamin Patterson     ,2009-11-24,16,3919840,0.07,274389, Furniture        , Tables                         ,3645451,2009Q4,2009,November-2009,Tuesday
